year,contract_id,C-Adult BMI Assessment,C-Annual Flu Vaccine,C-Breast Cancer Screening,C-Call Center - Foreign Language Interpreter and TTY Availability,C-Care Coordination,C-Care for Older Adults - Functional Status Assessment,C-Care for Older Adults - Medication Review,C-Care for Older Adults - Pain Assessment,C-Colorectal Cancer Screening,C-Complaints about the Health Plan,C-Customer Service,C-Diabetes Care - Blood Sugar Controlled,C-Diabetes Care - Eye Exam,C-Diabetes Care - Kidney Disease Monitoring,C-Getting Appointments and Care Quickly,C-Getting Needed Care,C-Health Plan Quality Improvement,C-Improving Bladder Control,C-Improving or Maintaining Mental Health,C-Improving or Maintaining Physical Health,C-Medication Reconciliation Post-Discharge,C-Members Choosing to Leave the Plan,C-Monitoring Physical Activity,C-Osteoporosis Management in Women who had a Fracture,C-Plan All-Cause Readmissions,C-Plan Makes Timely Decisions about Appeals,C-Rating of Health Care Quality,C-Rating of Health Plan,C-Reducing the Risk of Falling,C-Reviewing Appeals Decisions,C-Rheumatoid Arthritis Management,C-Special Needs Plan (SNP) Care Management,C-Statin Therapy for Patients with Cardiovascular Disease,D-Appeals Auto-Forward,D-Appeals Upheld,D-Call Center - Foreign Language Interpreter and TTY Availability,D-Complaints about the Drug Plan,D-Drug Plan Quality Improvement,D-Getting Needed Prescription Drugs,D-MPF Price Accuracy,D-MTM Program Completion Rate for CMR,D-Medication Adherence for Cholesterol (Statins),D-Medication Adherence for Diabetes Medications,D-Medication Adherence for Hypertension (RAS antagonists),D-Members Choosing to Leave the Plan,D-Rating of Drug Plan,D-Statin Use in Persons with Diabetes (SUPD),Financial Reasons for Disenrollment,Problems Getting Information and Help from the Plan,"Problems Getting Needed Care, Coverage, and Cost Information",Problems with Coverage of Doctors and Hospitals,Problems with Prescription Drug Benefits and Coverage
2020,S5975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,81.0,,0.01,,94.0,,62.0,88.0,86.0,89.0,,87.0,79.0,,,,,
2020,S5983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,87.0,75.0,0.07,,87.0,99.0,26.0,80.0,81.0,80.0,12.0,80.0,79.0,22.0,11.0,,,16.0
2020,S5993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,88.0,98.0,0.05,,90.0,99.0,37.0,84.0,84.0,87.0,5.0,80.0,81.0,44.0,8.0,,,17.0
2020,S6506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,94.0,92.0,0.03,,88.0,99.0,28.0,83.0,82.0,84.0,10.0,78.0,77.0,33.0,8.0,,,11.0
2020,S6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,0.02,,91.0,,59.0,85.0,86.0,86.0,,85.0,85.0,,,,,
2020,S6946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,S6986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,91.0,97.0,0.04,,87.0,99.0,40.0,81.0,81.0,83.0,14.0,75.0,75.0,36.0,11.0,,,16.0
2020,S7126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,
2020,S7694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,84.0,65.0,0.12,,87.0,99.0,51.0,81.0,81.0,83.0,15.0,81.0,76.0,29.0,9.0,,,15.0
2020,S8067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,90.0,94.0,0.07,,89.0,99.0,58.0,88.0,86.0,88.0,5.0,83.0,77.0,48.0,6.0,,,13.0
2020,S8182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,S8677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,S8841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,84.0,,0.02,,91.0,,49.0,84.0,85.0,87.0,,87.0,78.0,,,,,
2020,S9701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,84.0,,0.02,,92.0,,51.0,88.0,88.0,89.0,,88.0,83.0,,,,,
2021,E0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,89.0,,0.03,,90.0,,61.0,84.0,85.0,87.0,,80.0,79.0,,,,,
2021,E3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,91.0,,0.0,,94.0,,68.0,87.0,88.0,89.0,,88.0,82.0,,,,,
2021,E4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,82.0,,0.0,,93.0,,53.0,86.0,87.0,88.0,,84.0,76.0,,,,,
2021,H0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0028,99.0,79.0,74.0,100.0,88.0,95.0,96.0,98.0,76.0,0.15,91.0,86.0,75.0,98.0,82.0,84.0,,44.0,80.0,70.0,79.0,14.0,53.0,47.0,,92.0,86.0,86.0,56.0,94.0,78.0,77.0,83.0,2.5,87.0,98.0,0.15,,90.0,99.0,83.0,85.0,84.0,86.0,14.0,87.0,83.0,19.0,15.0,20.0,22.0,
2021,H0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0034,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,
2021,H0062,94.0,65.0,,95.0,83.0,,,,60.0,0.85,91.0,67.0,58.0,98.0,72.0,,,39.0,,,53.0,31.0,54.0,,,,,85.0,60.0,,,,,5.4,,97.0,0.85,,,99.0,94.0,79.0,83.0,80.0,31.0,82.0,88.0,19.0,18.0,22.0,27.0,18.0
2021,H0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0088,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,99.0,,78.0,,78.0,,,,,,,,
2021,H0104,100.0,76.0,77.0,97.0,86.0,,,,78.0,0.04,93.0,83.0,71.0,97.0,75.0,86.0,,49.0,81.0,68.0,80.0,4.0,48.0,58.0,,98.0,87.0,89.0,54.0,95.0,77.0,,77.0,0.9,91.0,98.0,0.04,,91.0,99.0,64.0,83.0,84.0,85.0,4.0,86.0,80.0,26.0,9.0,14.0,10.0,11.0
2021,H0107,95.0,76.0,76.0,94.0,88.0,,,,79.0,0.19,89.0,84.0,74.0,93.0,81.0,85.0,,41.0,85.0,68.0,55.0,5.0,49.0,26.0,,92.0,86.0,81.0,49.0,76.0,78.0,,83.0,0.7,90.0,95.0,0.19,,90.0,99.0,91.0,88.0,87.0,89.0,5.0,80.0,77.0,42.0,11.0,20.0,16.0,10.0
2021,H0111,98.0,68.0,78.0,98.0,85.0,,,,67.0,1.03,87.0,69.0,58.0,97.0,75.0,81.0,,,,,54.0,31.0,58.0,,,,86.0,83.0,,,,,,0.0,,97.0,1.03,,89.0,99.0,85.0,80.0,78.0,80.0,31.0,83.0,78.0,25.0,16.0,21.0,22.0,8.0
2021,H0137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0154,99.0,67.0,79.0,97.0,85.0,95.0,98.0,97.0,83.0,0.05,93.0,85.0,83.0,97.0,77.0,85.0,,44.0,81.0,68.0,79.0,7.0,50.0,76.0,,98.0,86.0,90.0,54.0,96.0,86.0,89.0,79.0,0.4,100.0,98.0,0.05,,92.0,98.0,82.0,84.0,83.0,85.0,7.0,88.0,82.0,16.0,11.0,13.0,22.0,
2021,H0169,98.0,72.0,61.0,98.0,87.0,87.0,92.0,95.0,65.0,0.17,90.0,78.0,74.0,98.0,79.0,83.0,,,,,59.0,13.0,53.0,,,100.0,87.0,89.0,74.0,100.0,78.0,73.0,,0.0,,98.0,0.17,,90.0,99.0,84.0,86.0,84.0,85.0,13.0,87.0,82.0,7.0,8.0,14.0,22.0,7.0
2021,H0174,99.0,,71.0,98.0,,79.0,90.0,91.0,73.0,0.39,,79.0,75.0,97.0,,,,,79.0,61.0,53.0,26.0,58.0,63.0,,81.0,,,65.0,89.0,67.0,55.0,81.0,2.9,,97.0,0.39,,,99.0,81.0,77.0,80.0,80.0,26.0,,85.0,13.0,24.0,28.0,37.0,
2021,H0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0251,99.0,67.0,68.0,98.0,86.0,85.0,90.0,92.0,73.0,0.13,92.0,80.0,74.0,97.0,79.0,86.0,,40.0,74.0,73.0,57.0,10.0,41.0,53.0,,95.0,87.0,92.0,62.0,100.0,70.0,65.0,79.0,0.3,,98.0,0.13,,93.0,99.0,85.0,81.0,81.0,80.0,10.0,90.0,80.0,5.0,6.0,6.0,36.0,3.0
2021,H0270,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,99.0,,,,,,,,,,,,
2021,H0271,,,,97.0,,,,,,0.23,,,,,,,,,,,,14.0,,,,100.0,,,,95.0,,64.0,,0.0,100.0,97.0,0.23,,,99.0,80.0,85.0,85.0,86.0,14.0,,83.0,19.0,12.0,15.0,17.0,
2021,H0292,,,,100.0,,,,,,0.12,,,,,,,,,,,,7.0,,,,,,,,,,,,2.4,,98.0,0.12,,,99.0,86.0,88.0,88.0,88.0,7.0,,83.0,18.0,15.0,25.0,29.0,
2021,H0294,100.0,77.0,78.0,96.0,89.0,92.0,97.0,98.0,79.0,0.1,89.0,85.0,74.0,98.0,82.0,85.0,,51.0,76.0,67.0,68.0,10.0,52.0,43.0,,98.0,87.0,85.0,52.0,98.0,88.0,73.0,85.0,0.0,,97.0,0.1,,88.0,99.0,77.0,87.0,88.0,89.0,10.0,84.0,83.0,40.0,11.0,18.0,12.0,10.0
2021,H0302,95.0,75.0,74.0,100.0,84.0,,,,67.0,0.07,90.0,86.0,67.0,96.0,73.0,79.0,,42.0,83.0,74.0,65.0,14.0,49.0,38.0,,98.0,84.0,85.0,53.0,90.0,74.0,,73.0,3.9,74.0,97.0,0.07,,89.0,100.0,53.0,85.0,84.0,86.0,14.0,82.0,78.0,29.0,10.0,18.0,22.0,10.0
2021,H0321,98.0,69.0,70.0,98.0,83.0,81.0,91.0,95.0,76.0,0.18,89.0,79.0,76.0,96.0,77.0,80.0,,48.0,75.0,62.0,65.0,7.0,50.0,45.0,,96.0,85.0,89.0,66.0,98.0,71.0,60.0,77.0,0.2,,98.0,0.18,,91.0,99.0,79.0,81.0,82.0,81.0,7.0,87.0,80.0,7.0,6.0,8.0,17.0,4.0
2021,H0332,99.0,80.0,84.0,93.0,89.0,,,,80.0,0.06,94.0,87.0,82.0,100.0,83.0,88.0,,47.0,83.0,76.0,90.0,3.0,64.0,67.0,,100.0,92.0,93.0,55.0,99.0,86.0,,81.0,0.7,,92.0,0.06,,93.0,94.0,91.0,86.0,86.0,87.0,3.0,91.0,84.0,22.0,15.0,17.0,26.0,8.0
2021,H0336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0351,98.0,66.0,71.0,97.0,83.0,94.0,99.0,97.0,66.0,0.38,84.0,82.0,75.0,96.0,75.0,80.0,,44.0,77.0,66.0,55.0,21.0,48.0,36.0,,92.0,83.0,77.0,53.0,85.0,68.0,45.0,76.0,10.6,72.0,98.0,0.38,,86.0,99.0,93.0,83.0,84.0,84.0,21.0,78.0,82.0,39.0,17.0,18.0,17.0,14.0
2021,H0354,100.0,77.0,82.0,100.0,86.0,99.0,99.0,99.0,82.0,0.12,91.0,83.0,86.0,99.0,80.0,82.0,,45.0,79.0,69.0,89.0,5.0,50.0,77.0,,97.0,88.0,89.0,55.0,93.0,77.0,88.0,73.0,7.3,88.0,98.0,0.12,,91.0,98.0,93.0,87.0,85.0,88.0,5.0,87.0,84.0,15.0,11.0,17.0,35.0,7.0
2021,H0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0422,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,99.0,,88.0,91.0,91.0,,,86.0,,,,,
2021,H0423,98.0,72.0,83.0,87.0,84.0,92.0,95.0,96.0,80.0,0.17,88.0,82.0,79.0,96.0,70.0,76.0,,44.0,82.0,74.0,75.0,18.0,61.0,,,92.0,81.0,85.0,79.0,76.0,92.0,78.0,85.0,0.0,,87.0,0.17,,91.0,99.0,85.0,83.0,87.0,84.0,18.0,85.0,88.0,18.0,12.0,18.0,25.0,10.0
2021,H0432,100.0,58.0,68.0,97.0,84.0,86.0,94.0,96.0,78.0,0.2,92.0,81.0,73.0,97.0,74.0,83.0,,45.0,,,64.0,9.0,43.0,,,100.0,84.0,87.0,62.0,98.0,68.0,74.0,,0.0,,97.0,0.2,,91.0,99.0,83.0,78.0,79.0,79.0,9.0,86.0,77.0,13.0,15.0,21.0,46.0,
2021,H0439,99.0,66.0,77.0,98.0,87.0,98.0,93.0,98.0,78.0,0.18,89.0,86.0,82.0,99.0,75.0,83.0,,44.0,80.0,65.0,71.0,14.0,52.0,75.0,,99.0,84.0,86.0,62.0,97.0,73.0,71.0,77.0,16.0,96.0,98.0,0.18,,90.0,99.0,82.0,81.0,80.0,82.0,14.0,85.0,81.0,23.0,11.0,21.0,37.0,14.0
2021,H0473,,,,100.0,,,,,,0.22,,,,,,,,,,,,12.0,,,,100.0,,,,96.0,,,,1.3,73.0,98.0,0.22,,,99.0,82.0,85.0,84.0,86.0,12.0,,82.0,16.0,14.0,22.0,26.0,
2021,H0480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0504,99.0,73.0,79.0,95.0,84.0,,,,80.0,0.13,89.0,89.0,81.0,98.0,75.0,78.0,,49.0,84.0,71.0,75.0,8.0,52.0,49.0,,93.0,85.0,87.0,58.0,97.0,74.0,,77.0,1.3,96.0,100.0,0.13,,90.0,99.0,80.0,85.0,85.0,87.0,8.0,85.0,85.0,24.0,10.0,16.0,25.0,10.0
2021,H0523,98.0,74.0,79.0,97.0,81.0,,,,75.0,0.28,89.0,86.0,87.0,98.0,74.0,81.0,,42.0,82.0,68.0,69.0,35.0,46.0,50.0,,100.0,84.0,87.0,61.0,95.0,75.0,,77.0,2.3,,97.0,0.28,,89.0,99.0,65.0,84.0,84.0,85.0,35.0,84.0,83.0,13.0,10.0,10.0,16.0,9.0
2021,H0524,99.0,83.0,89.0,98.0,85.0,94.0,99.0,97.0,90.0,0.07,91.0,91.0,88.0,97.0,80.0,84.0,,46.0,86.0,72.0,96.0,1.0,66.0,88.0,,99.0,88.0,90.0,57.0,98.0,91.0,87.0,88.0,0.2,100.0,100.0,0.07,,93.0,100.0,92.0,89.0,88.0,89.0,1.0,91.0,90.0,32.0,17.0,20.0,17.0,8.0
2021,H0543,99.0,78.0,80.0,96.0,84.0,,,,79.0,0.13,89.0,89.0,83.0,98.0,78.0,80.0,,47.0,85.0,68.0,71.0,8.0,53.0,62.0,,98.0,87.0,87.0,55.0,98.0,77.0,,78.0,0.1,94.0,96.0,0.13,,89.0,99.0,87.0,85.0,85.0,86.0,8.0,87.0,83.0,34.0,16.0,17.0,23.0,
2021,H0544,100.0,78.0,77.0,98.0,82.0,93.0,95.0,97.0,78.0,0.5,90.0,84.0,84.0,97.0,76.0,81.0,,47.0,81.0,66.0,75.0,20.0,57.0,64.0,,96.0,86.0,87.0,62.0,93.0,75.0,57.0,79.0,1.4,92.0,98.0,0.5,,88.0,99.0,76.0,82.0,83.0,85.0,20.0,85.0,85.0,16.0,17.0,22.0,44.0,11.0
2021,H0545,100.0,73.0,81.0,90.0,81.0,,,,78.0,0.09,91.0,91.0,88.0,97.0,77.0,78.0,,45.0,77.0,66.0,91.0,7.0,49.0,89.0,,100.0,84.0,89.0,49.0,100.0,85.0,,72.0,1.5,,92.0,0.09,,88.0,100.0,76.0,83.0,81.0,85.0,7.0,87.0,82.0,15.0,9.0,19.0,16.0,11.0
2021,H0562,99.0,77.0,81.0,97.0,83.0,82.0,99.0,92.0,80.0,0.21,89.0,87.0,82.0,98.0,77.0,82.0,,41.0,85.0,72.0,50.0,9.0,53.0,49.0,,90.0,85.0,87.0,63.0,90.0,77.0,47.0,76.0,6.5,83.0,98.0,0.21,,89.0,99.0,92.0,84.0,84.0,85.0,9.0,84.0,85.0,23.0,14.0,16.0,20.0,15.0
2021,H0571,99.0,84.0,73.0,95.0,78.0,84.0,96.0,91.0,77.0,0.05,94.0,81.0,83.0,94.0,73.0,82.0,,36.0,83.0,72.0,73.0,4.0,54.0,,,100.0,90.0,86.0,75.0,89.0,84.0,78.0,89.0,0.0,,94.0,0.05,,87.0,99.0,80.0,86.0,90.0,88.0,4.0,88.0,87.0,,,,,
2021,H0609,99.0,79.0,76.0,96.0,85.0,,,,77.0,0.08,90.0,89.0,83.0,98.0,76.0,81.0,,52.0,83.0,68.0,66.0,7.0,55.0,55.0,,98.0,85.0,86.0,52.0,98.0,77.0,,78.0,0.0,97.0,96.0,0.08,,89.0,99.0,90.0,86.0,85.0,86.0,7.0,84.0,82.0,19.0,13.0,18.0,32.0,7.0
2021,H0624,97.0,75.0,71.0,98.0,85.0,79.0,91.0,92.0,81.0,0.2,91.0,75.0,77.0,97.0,79.0,82.0,,51.0,82.0,67.0,57.0,11.0,50.0,,,100.0,86.0,88.0,71.0,100.0,77.0,75.0,81.0,0.0,,98.0,0.2,,90.0,99.0,88.0,84.0,82.0,84.0,11.0,87.0,81.0,12.0,13.0,13.0,25.0,7.0
2021,H0628,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,
2021,H0630,99.0,86.0,79.0,98.0,86.0,98.0,100.0,99.0,86.0,0.08,91.0,91.0,91.0,99.0,82.0,84.0,,50.0,81.0,72.0,91.0,2.0,66.0,73.0,,97.0,88.0,89.0,49.0,93.0,93.0,90.0,94.0,0.2,,100.0,0.08,,92.0,100.0,91.0,89.0,86.0,89.0,2.0,89.0,87.0,23.0,15.0,22.0,33.0,7.0
2021,H0657,89.0,,16.0,,,,,,43.0,,,50.0,,,,,,32.0,75.0,64.0,,,41.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,
2021,H0672,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,
2021,H0710,100.0,,55.0,98.0,,99.0,99.0,100.0,89.0,0.04,,91.0,98.0,100.0,,,,,,,64.0,5.0,,,,100.0,,,,100.0,,99.0,79.0,0.3,,98.0,0.04,,,100.0,90.0,84.0,87.0,83.0,5.0,,89.0,,,,,
2021,H0712,98.0,70.0,74.0,98.0,83.0,72.0,87.0,84.0,66.0,0.83,87.0,73.0,76.0,95.0,77.0,81.0,,45.0,78.0,70.0,58.0,27.0,53.0,,,85.0,84.0,84.0,54.0,97.0,80.0,60.0,80.0,4.3,,97.0,0.83,,89.0,99.0,80.0,82.0,82.0,83.0,27.0,83.0,84.0,11.0,20.0,27.0,39.0,
2021,H0724,,69.0,,95.0,85.0,,,,,0.88,92.0,63.0,53.0,,75.0,,,43.0,,,13.0,25.0,50.0,,,,,83.0,57.0,,,,,5.6,,98.0,0.88,,,99.0,93.0,79.0,78.0,80.0,25.0,82.0,81.0,21.0,20.0,23.0,33.0,
2021,H0755,99.0,77.0,74.0,96.0,85.0,,,,77.0,0.11,90.0,86.0,84.0,98.0,77.0,82.0,,48.0,81.0,66.0,64.0,9.0,55.0,33.0,,99.0,84.0,84.0,54.0,99.0,80.0,,82.0,0.0,100.0,97.0,0.11,,89.0,99.0,75.0,84.0,84.0,86.0,9.0,84.0,82.0,27.0,8.0,16.0,25.0,11.0
2021,H0783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0798,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,
2021,H0838,100.0,72.0,64.0,72.0,80.0,90.0,100.0,84.0,69.0,0.26,86.0,85.0,69.0,96.0,72.0,78.0,,48.0,83.0,71.0,82.0,16.0,54.0,,,100.0,83.0,86.0,64.0,100.0,93.0,70.0,78.0,4.2,87.0,73.0,0.26,,85.0,100.0,72.0,85.0,86.0,86.0,16.0,87.0,83.0,12.0,23.0,29.0,50.0,
2021,H0885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0908,96.0,,77.0,95.0,,92.0,99.0,96.0,80.0,0.38,,67.0,68.0,,,,,,88.0,69.0,8.0,29.0,42.0,,,,,,,,,56.0,,11.5,,98.0,0.38,,,99.0,93.0,78.0,81.0,78.0,29.0,,83.0,13.0,18.0,24.0,38.0,
2021,H0913,98.0,67.0,71.0,98.0,85.0,81.0,96.0,97.0,61.0,0.92,88.0,70.0,71.0,97.0,75.0,80.0,,,78.0,75.0,46.0,29.0,50.0,,,82.0,83.0,85.0,74.0,85.0,84.0,66.0,77.0,1.2,,97.0,0.92,,90.0,99.0,79.0,79.0,84.0,83.0,29.0,87.0,84.0,14.0,20.0,26.0,45.0,18.0
2021,H0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H0969,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,
2021,H0982,,,,94.0,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,97.0,,,,99.0,69.0,73.0,78.0,76.0,54.0,,85.0,,,,,
2021,H1016,100.0,62.0,82.0,89.0,87.0,,,,79.0,0.07,91.0,88.0,74.0,98.0,74.0,83.0,,53.0,83.0,70.0,73.0,8.0,59.0,44.0,,98.0,87.0,88.0,62.0,96.0,70.0,,81.0,3.5,,85.0,0.07,,88.0,99.0,85.0,85.0,84.0,88.0,8.0,83.0,82.0,22.0,9.0,19.0,22.0,14.0
2021,H1019,100.0,62.0,86.0,97.0,86.0,96.0,97.0,98.0,87.0,0.27,92.0,88.0,86.0,98.0,78.0,83.0,,43.0,81.0,70.0,85.0,14.0,57.0,70.0,,99.0,89.0,91.0,69.0,99.0,86.0,73.0,83.0,1.3,97.0,98.0,0.27,,90.0,99.0,91.0,88.0,90.0,89.0,14.0,89.0,89.0,11.0,13.0,16.0,34.0,9.0
2021,H1032,98.0,62.0,80.0,98.0,87.0,89.0,94.0,93.0,77.0,0.39,89.0,82.0,85.0,97.0,78.0,85.0,,36.0,83.0,64.0,73.0,18.0,57.0,64.0,,93.0,87.0,87.0,57.0,95.0,74.0,58.0,78.0,4.0,91.0,97.0,0.39,,92.0,99.0,85.0,84.0,86.0,86.0,18.0,86.0,87.0,9.0,18.0,22.0,21.0,
2021,H1035,99.0,72.0,80.0,94.0,87.0,97.0,96.0,98.0,84.0,0.15,92.0,85.0,73.0,96.0,80.0,86.0,,44.0,82.0,71.0,68.0,13.0,58.0,62.0,,99.0,88.0,89.0,54.0,91.0,75.0,75.0,77.0,0.6,92.0,92.0,0.15,,90.0,99.0,79.0,85.0,84.0,87.0,13.0,89.0,83.0,17.0,12.0,19.0,38.0,9.0
2021,H1036,100.0,70.0,83.0,100.0,85.0,97.0,97.0,98.0,82.0,0.14,91.0,87.0,83.0,98.0,78.0,84.0,,49.0,81.0,72.0,88.0,10.0,54.0,63.0,,94.0,86.0,88.0,61.0,95.0,81.0,53.0,81.0,2.6,90.0,98.0,0.14,,90.0,99.0,87.0,85.0,86.0,87.0,10.0,89.0,87.0,15.0,16.0,16.0,23.0,12.0
2021,H1045,99.0,67.0,82.0,97.0,84.0,95.0,97.0,97.0,80.0,0.1,91.0,88.0,80.0,98.0,75.0,82.0,,43.0,82.0,67.0,74.0,15.0,58.0,69.0,,99.0,85.0,86.0,57.0,100.0,76.0,65.0,79.0,0.1,100.0,97.0,0.1,,88.0,99.0,83.0,84.0,86.0,86.0,15.0,84.0,83.0,21.0,12.0,16.0,31.0,8.0
2021,H1099,98.0,72.0,80.0,93.0,86.0,,,,80.0,0.07,92.0,87.0,75.0,96.0,79.0,84.0,,47.0,84.0,69.0,84.0,6.0,57.0,49.0,,99.0,87.0,87.0,57.0,98.0,78.0,,71.0,10.8,96.0,92.0,0.07,,90.0,99.0,83.0,84.0,83.0,86.0,6.0,84.0,74.0,21.0,11.0,19.0,33.0,12.0
2021,H1100,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,100.0,,86.0,89.0,87.0,,,85.0,,,,,
2021,H1109,98.0,68.0,77.0,97.0,84.0,,,,68.0,0.22,89.0,84.0,69.0,96.0,77.0,82.0,,48.0,84.0,63.0,70.0,18.0,59.0,,,86.0,85.0,86.0,58.0,93.0,80.0,,84.0,1.8,,97.0,0.22,,88.0,99.0,69.0,82.0,81.0,83.0,18.0,84.0,80.0,28.0,14.0,17.0,16.0,16.0
2021,H1111,99.0,66.0,73.0,96.0,85.0,,,,75.0,0.13,90.0,85.0,77.0,96.0,72.0,83.0,,44.0,82.0,70.0,52.0,10.0,54.0,57.0,,100.0,85.0,85.0,55.0,100.0,82.0,,81.0,0.0,,97.0,0.13,,89.0,99.0,80.0,80.0,80.0,82.0,10.0,83.0,77.0,,,,,
2021,H1112,96.0,65.0,72.0,98.0,87.0,73.0,83.0,85.0,61.0,0.26,90.0,68.0,68.0,94.0,78.0,82.0,,39.0,88.0,73.0,50.0,14.0,57.0,55.0,,89.0,86.0,87.0,67.0,88.0,71.0,59.0,79.0,1.9,,97.0,0.26,,91.0,99.0,86.0,77.0,77.0,79.0,14.0,87.0,82.0,7.0,15.0,19.0,30.0,7.0
2021,H1119,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,88.0,,,,,93.0,96.0,,89.0,,,,,,,,
2021,H1142,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,98.0,,83.0,73.0,81.0,,,78.0,,,,,
2021,H1170,99.0,83.0,84.0,98.0,86.0,97.0,100.0,97.0,87.0,0.13,92.0,90.0,90.0,97.0,77.0,80.0,,43.0,82.0,68.0,93.0,3.0,71.0,60.0,,100.0,88.0,89.0,55.0,94.0,88.0,83.0,81.0,0.0,,100.0,0.13,,93.0,100.0,91.0,89.0,86.0,89.0,3.0,92.0,88.0,16.0,16.0,22.0,43.0,7.0
2021,H1181,93.0,64.0,65.0,,85.0,,,,65.0,0.33,91.0,87.0,72.0,96.0,83.0,86.0,,47.0,81.0,75.0,81.0,22.0,46.0,,,,85.0,82.0,36.0,,,,,,,,,,,,,,,,,,,16.0,,8.0,4.0,
2021,H1189,96.0,68.0,64.0,92.0,91.0,,,,54.0,0.53,89.0,80.0,70.0,94.0,78.0,85.0,,51.0,,,74.0,14.0,49.0,,,57.0,87.0,81.0,54.0,80.0,,,,4.0,,75.0,0.53,,87.0,99.0,65.0,79.0,81.0,82.0,14.0,84.0,75.0,14.0,26.0,38.0,46.0,
